,question_id,exam_id,content,tip_enabled,points
13,410,42,"<div class=""block-editor-rich-text__editable rich-text"" role=""textbox"" contenteditable=""true"" aria-multiline=""true"" aria-label=""Liste-Text"">

Liv bildet einen Bruch wie folgt: sie wählt zufällig eine der Zahlen 4, 5, 6 oder 7 für den Zähler und Zufällig eine der Zahlen 6, 7, 8 für den Nenner des Bruchs.

Wie gross ist die Wahrscheinlichkeit, dass Liv einen Bruch erhält, den sie kürzen kann?

</div>",0,1
0,411,42,"Bei einem Brettspiel gewinnt man, wenn man seine Spielfigur genau auf das Feld «Ziel» befördert. Gewürfelt wird bei jedem Spielzug mit zwei Würfeln gleichzeitig. Die Spielfigur wird jeweils um die Summe der beiden gewürfelten Zahlen Richtung Ziel bewegt. (Es werden gewöhnliche Würfel mit den Zahlen 1 bis 6 verwendet.) <br data-rich-text-line-break=""true"" /><img class=""wp-image-4640"" src=""https://gogymi.ch/wp-content/uploads/2023/06/Bildschirmfoto-2023-06-13-um-16.05.56.png"" alt="""" />

b) Leo hat ausgerechnet, dass er mit der Wahrscheinlichkeit von 1/9 im nächsten Spielzug gewinnt. Wie viele Felder ist Leo vom Ziel entfernt? Markiere alle möglichen Lösungen.",0,1
1,412,44,"<div class=""block-editor-rich-text__editable rich-text"" role=""textbox"" contenteditable=""true"" aria-multiline=""true"" aria-label=""Liste-Text"">In einem Dorf benutzen 60% der Erwachsenen Facebook. Von den Jugendlichen sind 65% der Knaben dabei; das sind 195 Knaben. Es wohnen 30 Mädchen mehr als Knaben im Dorf. 420 Erwachsene benutzen Facebook nicht.</div>
<div class=""block-editor-rich-text__editable rich-text"" role=""textbox"" contenteditable=""true"" aria-multiline=""true"" aria-label=""Liste-Text"">Wie viele Jugendliche leben im Dorf? Nur die Zahl angeben.</div>",0,1
2,413,44,"In einem Dorf benutzen 60% der Erwachsenen Facebook. Von den Jugendlichen sind 65% der Knaben dabei; das sind 195 Knaben. Es wohnen 30 Mädchen mehr als Knaben im Dorf. 420 Erwachsene benutzen Facebook nicht.

Wie viele Prozente der Bevölkerung im Dorf sind Erwachsene?

Die Antwort auf eine Kommastelle genau angeben. Zum Beispiel: 50,5%",0,1
3,414,44,"Die Ladung eines mit Kies gefüllten Transportwagens der SBB wird auf drei drei Lastwagen umgeladen. Der erste Lastwagen übernimmt [latex]\frac{3}{10}[/latex] der Ladung, der zweite [latex]\frac{2}{7}[/latex] der Ladung und der dritte mit 5.8 Tonnen Kies den Rest der Ladung. 7 Wie viele Tonnen Kies wurden insgesamt umgeladen?

Nur die Zahl angeben.",1,1
4,415,44,"Die 24 Schülerinnen und Schüler einer Klasse werden über die Zeit befragt, die sie täglich im Internet verbringen. Die Ergebnisse sind im abgebildeten Diagramm dargestellt.<br data-rich-text-line-break=""true"" /><img class=""wp-image-5307"" src=""https://gogymi.ch/wp-content/uploads/2023/06/Bildschirmfoto-2023-06-27-um-09.55.34.png"" alt="""" width=""418"" height=""246"" />

Berechne in Prozent den Anteil der Klasse, der mehr als 40 Minuten pro Tag im Internet verbringt.",1,1
5,416,44,"Die 24 Schülerinnen und Schüler einer Klasse werden über die Zeit befragt, die sie täglich im Internet verbringen. Die Ergebnisse sind im abgebildeten Diagramm dargestellt.<br data-rich-text-line-break=""true"" /><img class=""wp-image-5307"" src=""https://gogymi.ch/wp-content/uploads/2023/06/Bildschirmfoto-2023-06-27-um-09.55.34.png"" alt="""" width=""430"" height=""253"" />

Die von den Jugendlichen aus Säule D täglich insgesamt im Internet verbrachte Zeit macht 70 % der von der ganzen Klasse täglich im Internet verbrachten Zeit aus. Die Jugendlichen von Säule D beschränken nun die Zeit, welche sie täglich im Internet verbringen, auf je eine Stunde. Dadurch reduziert sich die von der ganzen Klasse täglich im Internet verbrachte Zeit um 720 Minuten. Berechne die von der ganzen Klasse täglich im Internet verbrachte Zeit vor der Reduktion.

Trage die Anzahl Stunden in folgendem Format ein, Beispiel: 1h",1,1
6,417,44,"Die 24 Schülerinnen und Schüler einer Klasse werden über die Zeit befragt, die sie täglich im Internet verbringen. Die Ergebnisse sind im abgebildeten Diagramm dargestellt.
<img class=""wp-image-5307"" src=""https://gogymi.ch/wp-content/uploads/2023/06/Bildschirmfoto-2023-06-27-um-09.55.34.png"" alt="""" width=""371"" height=""218"" />

Im Folgenden betrachten wir diejenigen Jugendlichen im Diagramm, die höchstens eine Stunde pro Tag im Internet verbringen. Wir interessieren uns dafür, wie lange einer dieser Jugendlichen durchschnittlich online ist. Berechne, wie lange diese durchschnittliche Zeit höchstens sein kann.

Trage die Antwort in Minuten und Sekunden gemäss folgendem Format ein, Beispiel: 1min 1s",1,1
7,418,0,,0,1
8,419,44,"Herr Rieser verbringt seine Ferien in den USA. Er vergleicht die Benzinkosten für sein Mietauto in den USA mit denjenigen für sein eigenes Auto in der Schweiz. Es gelten folgende Umrechnungen:
1 Meile = 1.609 Kilometer
1 Dollar = CHF 0.98
Entnimm die weiteren für die Rechnungen nötigen Angaben der Tabelle.
<img class=""wp-image-5322"" src=""https://gogymi.ch/wp-content/uploads/2023/06/Bildschirmfoto-2023-06-27-um-10.26.13.png"" alt="""" width=""481"" height=""96"" />

Berechne, wie viele Franken Benzinkosten Herrn Rieser in der Schweiz für 85 km Autofahren entstehen.

Gib das Ergebnis in folgendem Format an, Beispiel: CHF 1.50",1,1
9,420,44,"Herr Rieser verbringt seine Ferien in den USA. Er vergleicht die Benzinkosten für sein Mietauto in den USA mit denjenigen für sein eigenes Auto in der Schweiz. Es gelten folgende Umrechnungen:
1 Meile = 1.609 Kilometer
1 Dollar = CHF 0.98
Entnimm die weiteren für die Rechnungen nötigen Angaben der Tabelle.
<img class=""wp-image-5322"" src=""https://gogymi.ch/wp-content/uploads/2023/06/Bildschirmfoto-2023-06-27-um-10.26.13.png"" alt="""" />

Berechne, wie viele Franken Benzinkosten Herrn Rieser in den USA für 85 km Autofahren entstehen.

Gib das Ergebnis in folgendem Format an, Beispiel: CHF 1.50",1,1
10,421,44,"Herr Rieser verbringt seine Ferien in den USA. Er vergleicht die Benzinkosten für sein Mietauto in den USA mit denjenigen für sein eigenes Auto in der Schweiz. Es gelten folgende Umrechnungen:<br data-rich-text-line-break=""true"" />1 Meile = 1.609 Kilometer<br data-rich-text-line-break=""true"" />1 Dollar = CHF 0.98<br data-rich-text-line-break=""true"" />Entnimm die weiteren für die Rechnungen nötigen Angaben der Tabelle.<br data-rich-text-line-break=""true"" /><img class=""wp-image-5322"" src=""https://gogymi.ch/wp-content/uploads/2023/06/Bildschirmfoto-2023-06-27-um-10.26.13.png"" alt="""" />

Zurück in der Schweiz stellt Herr Rieser fest, dass der Benzinpreis inzwischen von CHF 1.64 auf CHF 1.42 pro Liter gesunken ist. Berechne, um wieviel Prozent der Preis gesunken ist.

Gib das Ergebnis auf 2 Kommastellen in Folgendem Format an, Beispiel 50.05%",1,1
11,422,45,"Ein Auto hat ursprünglich CHF 38""025 gekostet. Nun wird es für CHF 32""500 verkauft. Berechne, wie viel Prozent teurer das Auto vor der Preisreduktion war.

Gib das Ergebnis in folgendem Format an, Beispiel: 10%",0,1
12,423,45,"Der ursprüngliche Preis eines anderen Autos wurde um 32% erhöht. Danach wurde der neue Preis um 32% reduziert. Jetzt kostet das Auto CHF 24""684. Berechne den ursprünglichen Preis des Autos.",0,1
13,424,45,"Herr Meister kauft an einer Weinausstellung Wein ein. Er erhält auf den angeschriebenen Preis 10% Ausstellungsrabatt. Weil er ein Freund des Verkäufers ist, reduziert ihm dieser den Rechnungsbetrag (Preis nach Abzug des Rabatts) bei Rotwein um weitere 8%, bei Weisswein um weitere 6%.

Das Preisschild einer Kiste Weisswein zeigt CHF 650. Berechne, welchen Betrag Herr Meister schliesslich dafür bezahlen muss.",0,1
14,425,45,"Herr Meister kauft an einer Weinausstellung Wein ein. Er erhält auf den angeschriebenen Preis 10% Ausstellungsrabatt. Weil er ein Freund des Verkäufers ist, reduziert ihm dieser den Rechnungsbetrag (Preis nach Abzug des Rabatts) bei Rotwein um weitere 8%, bei Weisswein um weitere 6%.

Für eine Kiste Rotwein zahlt Herr Meister schliesslich CHF 621. Berechne den Preis, der auf dem Preisschild der Kiste steht.

Gib das Ergebnis in folgendem Format an, Beispiel: CHF 500.",0,1
0,426,45,"Die Grafiken unten zeigen eine Auswertung zu den Teilnehmenden an einem Wettbewerb.
Geschlecht der Teilnehmenden (45% Frauen, 55% Männer), Alter der Frauen (40% bis 40 Jahre, 60% älter als 40 Jahre), Alter der Männer (80% älter als 40 Jahre, 20% bis 40 Jahre)
<img class=""wp-image-5335"" src=""https://gogymi.ch/wp-content/uploads/2023/06/Bildschirmfoto-2023-06-27-um-11.01.06.png"" alt="""" />

360 Frauen waren 40 Jahre alt oder jünger. Berechne die Anzahl Männer, die bis 40 Jahre alt sind.",0,1
1,427,45,"Die Grafiken unten zeigen eine Auswertung zu den Teilnehmenden an einem Wettbewerb.
Geschlecht der Teilnehmenden (45% Frauen, 55% Männer), Alter der Frauen (40% bis 40 Jahre, 60% älter als 40 Jahre), Alter der Männer (80% älter als 40 Jahre, 20% bis 40 Jahre)
<img class=""wp-image-5335"" src=""https://gogymi.ch/wp-content/uploads/2023/06/Bildschirmfoto-2023-06-27-um-11.01.06.png"" alt="""" />

Berechne den prozentualen Anteil aller Teilnehmenden, die älter als 40 Jahre alt sind.",0,1
2,428,45,"Familie Bettoni hat auf ein Inserat «Wohnmobil für USD 23 200 zu kaufen in San Francisco» reagiert und hat das Wohnmobil reserviert.
Noch in der Schweiz kaufen die Bettonis USD 23200 (Wechselkurs: USD 1 = CHF 0.995). In San Francisco angekommen, übernehmen sie das Wohnmobil und bezahlen bar USD 23200.
Nach vier Reisewochen verkaufen sie das Wohnmobil für einen Preis, der 6.2 % unter dem Kaufpreis liegt. Die erhaltenen US-Dollar wechseln sie in den USA zurück in CHF (Wechselkurs: CHF 1 = USD 1.059). Berechne in CHF, wie viel sie für das Wohnmobil durch den Verlust (tieferen Verkaufspreis als Ankaufspreis) und das Wechseln von CHF in USD sowie das Wechseln von USD in CHF tatsächlich bezahlt haben.",0,1
3,429,45,"In Applingen sind 48% der Bevölkerung männlich. Davon besitzen 5/8 ein Smart-phone. 52% der Bevölkerung sind weiblich. Davon besitzen 3/4 ein Smartphone. 837 Einwohnerinnen und Einwohner besitzen kein Smartphone. Berechne, wie viele Personen in Applingen wohnen.",0,1
4,430,45,"Eine Schokoladenfabrik produziert Pralinen. 2.5 % der Pralinen werden aus heller Schokolade, der Rest aus dunkler Schokolade hergestellt. 25 % der hellen Pralinen und 30% der dunklen Pralinen enthalten Nüsse.

Heute werden insgesamt 7680 Pralinen hergestellt. Berechne, wie viele helle Pralinen ohne Nüsse hergestellt werden.",0,1
5,431,45,"Eine Schokoladenfabrik produziert Pralinen. 2.5 % der Pralinen werden aus heller Schokolade, der Rest aus dunkler Schokolade hergestellt. 25 % der hellen Pralinen und 30% der dunklen Pralinen enthalten Nüsse.

Gestern wurden 5460 dunkle Pralinen ohne Nüsse hergestellt. Berechne, wie viele Pralinen gestern insgesamt hergestellt wurden.",0,1
6,432,45,"In einer Firma sind 40% der Angestellten Männer und 60 % Frauen. 2/3 der Männer und 75% der Frauen arbeiten auch von zu Hause aus. 32 Männer arbeiten nur in der Firma. Berechne, wie viele Frauen nur in der Firma arbeiten.",0,1
7,433,46,"Ein Kaffeehändler in den USA kauft 800 kg Kaffee der Sorte Arabica zum Preis von 2880 Dollar und 1200 kg der Sorte Robusta zum Preis von 5280 Dollar.

Eine besonders schmackhafte Mischung ergibt sich aus 3 kg der Sorte Arabica und 9kg der Sorte Robusta. Wie teuer wird eine solche Mischung pro Kilogramm?

Gib die Antwort in folgendem Format an und runde auf 2 Kommastellen, Beispiel: $1.50",0,1
8,434,46,"Ein Kaffeehändler in den USA kauft 800 kg Kaffee der Sorte Arabica zum Preis von 2880 Dollar und 1200 kg der Sorte Robusta zum Preis von 5280 Dollar.

Bei einer anderen Mischung werden x kg Arabica und 165 kg Robusta so zusammengemischt, dass 1 kg dieser Mischung 4.15 Dollar kostet. Berechne x.

Gib die Antwort in folgendem Format an und runde auf 2 Kommastellen, Beispiel: 5.50 kg",0,1
9,435,46,"In einer Tiefgarage stehen a Autos, f Fahrrader und m Motorräder.

Gib mit den Variablen a, f und m einen allgemeinen Term an, der die gesamte Anzahl r der Räder (ohne allfallige Ersatzräder) aller Fahrzeuge zusammen angibt.",0,1
10,436,46,"In einer Tiefgarage stehen a Autos, f Fahrrader und m Motorräder. Die Anzahl der Fahrräder ist um 12 kleiner als die Anzahl der Autos, jedoch doppelt so gross wie die Anzahl der Motorräder. Berechne mit Hilfe einer Gleichung die Anzahl f der Fahrräder, wenn du weisst, dass es total 510 Räder sind.

Gib nur die Zahl an, z.B: 50",0,1
11,437,46,"An einem Schulfest feiern zu Beginn 3-mal so viele Knaben wie Mädchen. Nachdem 18 Knaben das Fest verlassen haben und 7 Mädchen neu dazugekommen sind, befinden sich gerade halb so viele Mädchen wie Knaben am Fest. Berechne, wie viele Knaben und wie viele Machen am Schluss am Schulfest anwesend sind. Für eine Lösung, die auf einer Gleichung basiert, gibt es einen Zusatzpunkt.",0,1
12,438,46,"Mario und Theresa sammeln Kaffeerahmdeckel. Mario hat viermal so viele Deckel wie Theresa. Nun schenkt Mario Theresa 64 Deckel. Er hat dann noch doppelt so viele Deckel wie Theresa. Berechne, wie viele Deckel Mario am Anfang hatte. Für die volle Punktzahl wird eine Lösung mit Hilfe einer Gleichung verlangt.

Gib in der Antwort nur die Zahl an, z.B.: 64",0,1
13,439,46,"Im Legoland kann man Legoteilchen nach Gewicht kaufen. Helena füllt 7 Tüten mit je 500 gleichen Legoteilchen und stellt alles zusammen auf die Waage. Diese zeigt 2023 g an. Eine leere Tüte wiegt 13.45 g mehr als ein Legoteilchen. Berechne, wie viel eine leere Tüte und wie viel ein Legoteilchen wiegen. (Die volle Punktzahl kannst du nur erzielen, wenn deine Lösung auf einer Gleichung beruht.)",0,1
14,440,46,"Im Zirkus ""Ellbogen"" gelten folgende Eintrittspreise:
Kinder bis 12 Jahre (CHF 12),
Jugendliche bis 16 Jahre (CHF 16),
Erwachsene (CHF 44).
Bei einer Zirkusvorstellung waren doppelt so viele Jugendliche wie Kinder anwesend und 28 Erwachsene mehr als Kinder. Alle Anwesenden haben einen Eintritt bezahlt. So ergaben sich für den Zirkus Einnahmen von CHF 5896. Berechne, wie viele Kinder, wie viele Jugendliche und wie viele Erwachsene die Vorstellung besuchten. Die volle Punktzahl kannst du nur erzielen, wenn deine Lösung auf einer Gleichung beruht.",0,1
15,441,47,"Nora und ihre Schwester Mia sammeln Gummibärchen. Nora erhält dabei 5-mal so viele Gummibärchen wie Mia. Würde Nora 30 Gummibärchen essen und 7 ihrer Schwester schenken, so hatte Nora 3-mal so viele Gummibärchen wie Mia. Berechne, wie viele Gummibärchen jedes der beiden Mädchen gesammelt hat. (Mia isst keine Gummibärchen und verschenkt auch keine). Die volle Punktzahl kannst du nur erzielen, wenn deine Lösung auf einer Gleichung beruht.",0,1
0,442,47,"Im Theater am Bach kostet ein Ticket für Erwachsene CHF 28 und ein Ticket für Jugendliche kostet CHF 15. Letzten Samstag wurden 252 Tickets verkauft und CHF 5236 eingenommen. Berechne mit Hilfe einer Gleichung, wie viele Jugendliche und wie viele Erwachsene die Vorstellung besucht haben. Die volle Punktzahl kannst du nur erreichen, wenn deine Lösung auf einer Gleichung beruht.",0,1
1,443,47,"Im Folgenden werden drei verschiedene Situationen beschrieben. Stelle jeweils eine Gleichung mit der Unbekannten x auf, welche die Situation des Textes beschreibt. Ausser x darf keine weitere Unbekannte in der Gleichung vorkommen. Die Gleichungen sollen nicht gelöst und auch nicht vereinfacht werden!

Anna, Beat und Carla haben zusammen 99 Baumnüsse gesammelt. Anna hat 16 Baumnüsse mehr gesammelt als Beat, und Carla hat halb so viele Baumnüsse gesammelt wie die anderen beiden zusammen. Gesucht ist die Anzahl x der Baumnüsse, die Beat gesammelt hat. X: Anzahl der Baumnüsse, die Beat gesammelt hat. Wie lautet die Gleichung?",0,1
2,444,47,"Im Folgenden werden drei verschiedene Situationen beschrieben. Stelle jeweils eine Gleichung mit der Unbekannten x auf, welche die Situation des Textes beschreibt. Ausser x darf keine weitere Unbekannte in der Gleichung vorkommen. Die Gleichungen sollen nicht gelöst und auch nicht vereinfacht werden!

Eine Seilbahn bietet Tickets für die Bergfahrt und Tickets für die Talfahrt an. Ein Ticket für die Bergfahrt kostet CHF 18, ein Ticket für die Talfahrt CHF 13. An einem schönen Sommertag werden insgesamt 1680 Tickets für CHF 25""440 verkauft. Gesucht ist die Anzahl x der verkauften Bergfahrt-Tickets. X: Anzahl der verkauften Bergfahrt-Tickets. Wie lautet die Gleichung?",0,1
3,445,47,"Im Folgenden werden drei verschiedene Situationen beschrieben. Stelle jeweils eine Gleichung mit der Unbekannten x auf, welche die Situation des Textes beschreibt. Ausser x darf keine weitere Unbekannte in der Gleichung vorkommen. Die Gleichungen sollen nicht gelöst und auch nicht vereinfacht werden!

Robin besitzt 140 Rollen Toilettenpapier mehr als Evan. Evan kauft Robin 50 Rollen ab. Nun hat Evan 2/3 so viele Rollen Toilettenpapier wie Robin. Gesucht ist die Anzahl x der Rollen Toilettenpapier, die Evan zu Beginn besessen hat. X: Anzahl Rollen Toilettenpapier von Evan zu Beginn. Wie lautet die Gleichung?",0,1
4,446,47,"Im Folgenden werden drei verschiedene Situationen beschrieben. Stelle jeweils eine Gleichung mit der Unbekannten x auf, welche die Situation des Textes beschreibt. Ausser x darf keine weitere Unbekannte in der Gleichung vorkommen. Die Gleichungen sollen nicht gelöst und auch nicht vereinfacht werden!

In einem Restaurant stehen Tische für zwei Personen und Tische für vier Per-sonen. Die insgesamt 25 Tische bieten Platz für 68 Gäste. Gesucht ist die Anzahl x der Tische für zwei Personen. X: Anzahl Tische für zwei Personen. Wie lautet die Gleichung?Um das Problem der Tischanzahl im Restaurant zu lösen, führen wir folgende Schritte durch:",0,1
5,447,47,"Im Folgenden werden drei verschiedene Situationen beschrieben. Stelle jeweils eine Gleichung mit der Unbekannten x auf, welche die Situation des Textes beschreibt. Ausser x darf keine weitere Unbekannte in der Gleichung vorkommen. Die Gleichungen sollen nicht gelöst und auch nicht vereinfacht werden!

Kishana und Simon sammeln Punkte bei ihren Einkäufen in einem Supermarkt. Zu Beginn beträgt Kishanas Anzahl gesammelter Punkte 2/3 von Simons Anzahl. Simon gibt Kishana 8000 seiner Punkte. Kishana hat nun doppelt so viele Punkte wie Simon. Gesucht ist die Anzahl Punkte x, die Simon zu Beginn hatte. X: Simons Anzahl Punkte zu Beginn. Wie lautet die Gleichung?",0,1
6,448,47,"Im Folgenden werden drei verschiedene Situationen beschrieben. Stelle jeweils eine Gleichung mit der Unbekannten x auf, welche die Situation des Textes beschreibt. Ausser x darf keine weitere Unbekannte in der Gleichung vorkommen. Die Gleichungen sollen nicht gelöst und auch nicht vereinfacht werden!

Ada ist heute fünfmal so alt wie Elia. In vier Jahren wird Ada achtmal so alt sein, wie Elia vor vier Jahren (in Bezug auf heute) gewesen ist. Gesucht ist Elias heutiges Alter x. X: heutiges Alter von Elia. Wie lautet die Gleichung?",0,1
7,449,46,"Ein Kaffeehändler in den USA kauft 800 kg Kaffee der Sorte Arabica zum Preis von 2880 Dollar und 1200 kg der Sorte Robusta zum Preis von 5280 Dollar.

Eine besonders schmackhafte Mischung ergibt sich aus 3 kg der Sorte Arabica und 9kg der Sorte Robusta. Wie teuer wird eine solche Mischung pro Kilogramm?

Gib die Antwort in folgendem Format an und runde auf 2 Kommastellen, Beispiel: $1.50",0,1
8,450,46,"In einer Tiefgarage stehen a Autos, f Fahrrader und m Motorräder. Die Anzahl der Fahrräder ist um 12 kleiner als die Anzahl der Autos, jedoch doppelt so gross wie die Anzahl der Motorräder. Berechne mit Hilfe einer Gleichung die Anzahl f der Fahrräder, wenn du weisst, dass es total 510 Räder sind.

Gib nur die Zahl an, z.B: 50",0,1
9,451,46,"Mario und Theresa sammeln Kaffeerahmdeckel. Mario hat viermal so viele Deckel wie Theresa. Nun schenkt Mario Theresa 64 Deckel. Er hat dann noch doppelt so viele Deckel wie Theresa. Berechne, wie viele Deckel Mario am Anfang hatte. Für die volle Punktzahl wird eine Lösung mit Hilfe einer Gleichung verlangt.

Gib in der Antwort nur die Zahl an, z.B.: 64",0,1
10,452,46,"Im Legoland kann man Legoteilchen nach Gewicht kaufen. Helena füllt 7 Tüten mit je 500 gleichen Legoteilchen und stellt alles zusammen auf die Waage. Diese zeigt 2023 g an. Eine leere Tüte wiegt 13.45 g mehr als ein Legoteilchen. Berechne, wie viel eine leere Tüte und wie viel ein Legoteilchen wiegen. (Die volle Punktzahl kannst du nur erzielen, wenn deine Lösung auf einer Gleichung beruht.)",0,1
11,453,46,"Ein Kaffeehändler in den USA kauft 800 kg Kaffee der Sorte Arabica zum Preis von 2880 Dollar und 1200 kg der Sorte Robusta zum Preis von 5280 Dollar.

Eine besonders schmackhafte Mischung ergibt sich aus 3 kg der Sorte Arabica und 9kg der Sorte Robusta. Wie teuer wird eine solche Mischung pro Kilogramm?

Gib die Antwort in folgendem Format an und runde auf 2 Kommastellen, Beispiel: $1.50",0,1
12,454,46,"Ein Kaffeehändler in den USA kauft 800 kg Kaffee der Sorte Arabica zum Preis von 2880 Dollar und 1200 kg der Sorte Robusta zum Preis von 5280 Dollar.

Eine besonders schmackhafte Mischung ergibt sich aus 3 kg der Sorte Arabica und 9kg der Sorte Robusta. Wie teuer wird eine solche Mischung pro Kilogramm?

Gib die Antwort in folgendem Format an und runde auf 2 Kommastellen, Beispiel: $1.50",0,1
13,455,46,"Ein Kaffeehändler in den USA kauft 800 kg Kaffee der Sorte Arabica zum Preis von 2880 Dollar und 1200 kg der Sorte Robusta zum Preis von 5280 Dollar.

Eine besonders schmackhafte Mischung ergibt sich aus 3 kg der Sorte Arabica und 9kg der Sorte Robusta. Wie teuer wird eine solche Mischung pro Kilogramm?

Gib die Antwort in folgendem Format an und runde auf 2 Kommastellen, Beispiel: $1.50",0,1
14,456,46,"Ein Kaffeehändler in den USA kauft 800 kg Kaffee der Sorte Arabica zum Preis von 2880 Dollar und 1200 kg der Sorte Robusta zum Preis von 5280 Dollar.

Bei einer anderen Mischung werden x kg Arabica und 165 kg Robusta so zusammengemischt, dass 1 kg dieser Mischung 4.15 Dollar kostet. Berechne x.

Gib die Antwort in folgendem Format an und runde auf 2 Kommastellen, Beispiel: 5.50 kg",0,1
15,457,46,"In einer Tiefgarage stehen a Autos, f Fahrrader und m Motorräder.

Gib mit den Variablen a, f und m einen allgemeinen Term an, der die gesamte Anzahl r der Räder (ohne allfallige Ersatzräder) aller Fahrzeuge zusammen angibt.",0,1
16,458,47,"Nora und ihre Schwester Mia sammeln Gummibärchen. Nora erhält dabei 5-mal so viele Gummibärchen wie Mia. Würde Nora 30 Gummibärchen essen und 7 ihrer Schwester schenken, so hatte Nora 3-mal so viele Gummibärchen wie Mia. Berechne, wie viele Gummibärchen jedes der beiden Mädchen gesammelt hat. (Mia isst keine Gummibärchen und verschenkt auch keine). Die volle Punktzahl kannst du nur erzielen, wenn deine Lösung auf einer Gleichung beruht.",0,1
0,459,47,"Im Theater am Bach kostet ein Ticket für Erwachsene CHF 28 und ein Ticket für Jugendliche kostet CHF 15. Letzten Samstag wurden 252 Tickets verkauft und CHF 5236 eingenommen. Berechne mit Hilfe einer Gleichung, wie viele Jugendliche und wie viele Erwachsene die Vorstellung besucht haben. Die volle Punktzahl kannst du nur erreichen, wenn deine Lösung auf einer Gleichung beruht.",0,1
1,460,47,"Im Folgenden werden drei verschiedene Situationen beschrieben. Stelle jeweils eine Gleichung mit der Unbekannten x auf, welche die Situation des Textes beschreibt. Ausser x darf keine weitere Unbekannte in der Gleichung vorkommen. Die Gleichungen sollen nicht gelöst und auch nicht vereinfacht werden!

Anna, Beat und Carla haben zusammen 99 Baumnüsse gesammelt. Anna hat 16 Baumnüsse mehr gesammelt als Beat, und Carla hat halb so viele Baumnüsse gesammelt wie die anderen beiden zusammen. Gesucht ist die Anzahl x der Baumnüsse, die Beat gesammelt hat. X: Anzahl der Baumnüsse, die Beat gesammelt hat. Wie lautet die Gleichung?",0,1
2,461,47,"Im Folgenden werden drei verschiedene Situationen beschrieben. Stelle jeweils eine Gleichung mit der Unbekannten x auf, welche die Situation des Textes beschreibt. Ausser x darf keine weitere Unbekannte in der Gleichung vorkommen. Die Gleichungen sollen nicht gelöst und auch nicht vereinfacht werden!

Eine Seilbahn bietet Tickets für die Bergfahrt und Tickets für die Talfahrt an. Ein Ticket für die Bergfahrt kostet CHF 18, ein Ticket für die Talfahrt CHF 13. An einem schönen Sommertag werden insgesamt 1680 Tickets für CHF 25""440 verkauft. Gesucht ist die Anzahl x der verkauften Bergfahrt-Tickets. X: Anzahl der verkauften Bergfahrt-Tickets. Wie lautet die Gleichung?",0,1
3,462,47,"Im Folgenden werden drei verschiedene Situationen beschrieben. Stelle jeweils eine Gleichung mit der Unbekannten x auf, welche die Situation des Textes beschreibt. Ausser x darf keine weitere Unbekannte in der Gleichung vorkommen. Die Gleichungen sollen nicht gelöst und auch nicht vereinfacht werden!

Robin besitzt 140 Rollen Toilettenpapier mehr als Evan. Evan kauft Robin 50 Rollen ab. Nun hat Evan 2/3 so viele Rollen Toilettenpapier wie Robin. Gesucht ist die Anzahl x der Rollen Toilettenpapier, die Evan zu Beginn besessen hat. X: Anzahl Rollen Toilettenpapier von Evan zu Beginn. Wie lautet die Gleichung?",0,1
4,463,47,"Im Folgenden werden drei verschiedene Situationen beschrieben. Stelle jeweils eine Gleichung mit der Unbekannten x auf, welche die Situation des Textes beschreibt. Ausser x darf keine weitere Unbekannte in der Gleichung vorkommen. Die Gleichungen sollen nicht gelöst und auch nicht vereinfacht werden!

In einem Restaurant stehen Tische für zwei Personen und Tische für vier Per-sonen. Die insgesamt 25 Tische bieten Platz für 68 Gäste. Gesucht ist die Anzahl x der Tische für zwei Personen. X: Anzahl Tische für zwei Personen. Wie lautet die Gleichung?Um das Problem der Tischanzahl im Restaurant zu lösen, führen wir folgende Schritte durch:",0,1
5,464,47,"Im Folgenden werden drei verschiedene Situationen beschrieben. Stelle jeweils eine Gleichung mit der Unbekannten x auf, welche die Situation des Textes beschreibt. Ausser x darf keine weitere Unbekannte in der Gleichung vorkommen. Die Gleichungen sollen nicht gelöst und auch nicht vereinfacht werden!

Kishana und Simon sammeln Punkte bei ihren Einkäufen in einem Supermarkt. Zu Beginn beträgt Kishanas Anzahl gesammelter Punkte 2/3 von Simons Anzahl. Simon gibt Kishana 8000 seiner Punkte. Kishana hat nun doppelt so viele Punkte wie Simon. Gesucht ist die Anzahl Punkte x, die Simon zu Beginn hatte. X: Simons Anzahl Punkte zu Beginn. Wie lautet die Gleichung?",0,1
6,465,47,"Im Folgenden werden drei verschiedene Situationen beschrieben. Stelle jeweils eine Gleichung mit der Unbekannten x auf, welche die Situation des Textes beschreibt. Ausser x darf keine weitere Unbekannte in der Gleichung vorkommen. Die Gleichungen sollen nicht gelöst und auch nicht vereinfacht werden!

Ada ist heute fünfmal so alt wie Elia. In vier Jahren wird Ada achtmal so alt sein, wie Elia vor vier Jahren (in Bezug auf heute) gewesen ist. Gesucht ist Elias heutiges Alter x. X: heutiges Alter von Elia. Wie lautet die Gleichung?",0,1
